City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Queen City,,,,,,,,,1,,,,1
Quitman,,,,1,,,,,,,,,1
Rankin,,,,,2,,,,,,,,2
Red Oak,,,,,1,,,,,,,,1
Richardson,,,,1,,1,,,2,2,2,,8
Richland Hills,,,,,,,,,,,1,,1
Richmond,,,1,,1,,,,1,,,,3
Rio Medina,,,,1,,,,,,,,,1
Roanoke,,,1,1,,,,,,,,,2
Robstown,,,,1,,,,,,,,,1
Rockdale,,,1,,2,,,,1,,1,,5
Rockne,,,,,,,,,,,1,,1
Rockport,,,1,,,,,,,,1,,2
Rocksprings,,,2,,1,,,,1,,,,4
Rockwall,,1,,1,1,1,1,1,1,3,2,,12
Rogers,,,,,,,,,,1,,,1
Rollingwood,,,,1,,,,,,,,,1
Rosenberg,,,,,,,,,,,1,,1
Round Rock,,1,4,3,3,,1,1,1,4,2,1,21
Rowlett,,,,,,,1,,,,1,1,3
Royse City,,,,,,,,,,,1,,1
Sachse,,,1,,,,,,,1,1,,3
Saginaw,,,,,,1,,,,,,,1
Saint Jo,,,,,,,1,,,,,,1
Salado,1,,,,1,,1,,,,1,,4
San Angelo,,,1,,1,2,1,2,2,2,1,,12
San Antonio,16,21,30,17,19,12,18,12,27,43,48,32,295
San Benito,,,,,,,,,,,,1,1
San Felipe,,,1,,,,,,2,,,,3
San Marcos,1,3,3,2,1,,1,1,3,6,4,1,26
San Saba,,,1,,,,1,,,,,,2
Santa Fe,,,,,1,,,,,,,1,2
Schertz,,,,1,1,1,1,,,,1,1,6
Schulenburg,,,,1,,,,1,,,,,2
Seabrook,,,2,,1,,,,,,,,3
Seagoville,,,,,,,,,,1,,,1
Sealy,,1,,,,,1,,,,,1,3
Seguin,,2,2,,2,3,3,,1,2,2,1,18
Selma,2,1,,,2,1,,1,,,1,,8
Serbin,,,,,1,,,,,,,,1
Shallowater,,,,1,,,,,,1,,,2
Shavano Park,,,,1,,,,,,,,,1
Sherman,,,2,,,,,2,2,,,1,7
Shiner,,,,1,,,1,,,,1,,3
Silsbee,,,,1,,,,,,,,,1
Slaton,,,,,1,,,,,,,,1
Smithville,,,2,3,,,,1,2,,1,,9
Somerville,,,,,,,1,,,,,,1
Sour Lake,,,,1,,,,,,,,,1
South Padre Island,,,,1,2,,,,,1,1,,5
Southlake,,,1,1,1,,1,1,2,1,1,1,10
Spicewood,,,,,1,3,1,,,,,2,7
Splendora,,,1,,,,,,,,,,1
Spring,1,1,,,1,,,,1,1,1,,6
Spring Branch,,2,,,,,,1,,,,,3
Springtown,,,1,1,,,,,,,,,2
Stamford,,,,1,,,,,,,,,1
Stephenville,,,3,,,1,1,,1,3,,,9
Sugar Land,1,3,4,3,3,,1,,1,3,8,3,30
Sulphur Springs,,,1,1,,1,,,,1,,,4
Sunnyvale,,,,,1,,,,,,,,1
Surfside,,1,,,,,,,,,,,1
Surfside Beach,1,,,,,,,,,,,,1
Sweetwater,,,,1,,,,,,,1,,2
Tatum,,,,1,,,,,,,1,,2
Taylor,1,,,,,,,,,1,,,2
Temple,3,,1,1,3,,1,2,1,3,1,1,17
Terrell,,,1,,,,,,,,,,1
Texarkana,,1,,1,3,,,,,2,3,1,11
Texas City,,,,,1,1,,,,2,,,4
The Colony,,,1,2,1,,1,,,2,1,,8
The Woodlands,2,4,3,3,6,2,3,2,4,6,3,3,41
Tolar,,,,,,,,,1,,,,1
Tomball,,,,,,,,,1,1,1,,3
Trophy Club,,,,,,,,1,,,,1,2
Tyler,1,,1,6,2,,,,2,2,2,1,17
Universal City,,,,1,,,,1,,,,,2
Uvalde,,,,,,,,,,,1,,1
Valley Mills,,,,1,,,,,,,,,1
Valley View,,,,,1,,,,2,,,,3
Van Alstyne,,,,,1,,,,,,,,1
Van Horn,,,,,,1,,,,,,,1
Van Vleck,,,,,1,,,,,1,,,2
Victoria,,,2,1,2,,1,,1,2,4,,13
Vidor,,,1,,,,,,,1,1,1,4
Waco,1,2,4,4,5,,1,4,4,5,7,,37
Waller,,,,1,1,1,,,,,,1,4
Wallis,,1,,,,,,,,,,,1
Warda,,,,,,,,,,,1,,1
Waskom,1,,,,,,,,1,,,,2
Watauga,,,,,,,,,,1,,,1
Waxahachie,3,1,1,,1,,,,,2,,1,9
Weatherford,,,,2,1,,,,1,1,2,,7
Webster,,,1,,1,,,,,,,,2
Weslaco,,1,1,,,,,,,,,,2
West Columbia,,,,,,,,,1,,1,,2
Wheeler,,,,,,,,,,1,,,1
Whitehouse,,,1,2,,,,,1,1,1,,6
Whitesboro,,,,,,,,,,1,,,1
Whitewright,,,,1,,,,,,,,,1
Whitney,,,,,,,,,,,,1,1
Wichita Falls,3,,2,2,2,,,1,2,3,3,2,20
Willis,,,,,,,,,,1,,,1
Wills Point,,,,1,,,,,,,,1,2
Wimberley,,,1,2,,,,,,1,,,4
Windcrest,,,,1,,,,,,,,,1
Windthorst,,,,,,,,,,,1,,1
Winnsboro,,,,,,,,,,,1,,1
Woodway,,,,1,,,,,,1,,,2
Wylie,1,,1,1,,,1,,,,1,,5
Zapata,1,,,1,1,,1,,,,,,4
Total,131,157,274,405,341,159,153,130,296,412,360,192,3010
