City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Woodmere,,,,,,,,,1,,,,1
Worcester,,,,,,,,1,,1,,,2
Wurtsboro,,,1,,,,,,1,,,,2
Wynantskill,,,,,,,,,1,,,,1
Wyoming,,,,,,,,,,,1,,1
Yonkers,,,,,1,,,,1,2,1,,5
York,,,,,,,1,,,,,,1
Yorktown,,,,,1,,,,,,,,1
Yorktown Heights,,2,2,,1,,,,2,2,,,9
Youngstown,,,,,,,,,1,,,,1
Total,43,54,78,174,270,253,200,239,303,319,152,67,2152
