City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Warrington,,,,1,,1,,,,,1,,3
Washington,,,,,1,,,,2,1,1,,5
Washington Crossing,,,,,3,,1,2,4,1,3,,14
Waterford,,,,,,,1,,,,,,1
Watsontown,,,,,,1,,,,,,,1
Waverly,,,,,1,,,,,,,,1
Waymart,,,,,,1,,,,,,,1
Wayne,1,3,1,7,3,1,,,3,5,2,3,29
Waynesboro,,,,,1,,1,,1,,,,3
Waynesburg,,,,,,,1,,,1,,,2
Wellsboro,,,,,,,3,1,2,1,,,7
Wernersville,,,,1,,,,,,,,,1
West Chester,2,2,3,6,7,7,2,4,10,10,7,3,63
West Grove,,,,,,,,,,1,,,1
West Middlesex,,,,,,1,,,,,,,1
West Mifflin,,,,,,1,,,,,1,,2
West Newton,,,,,1,,,,,,,,1
West Reading,,,,,,,,,1,,,,1
Wexford,,,,1,,,,,1,,,,2
White Haven,,,,,,,1,,1,,1,,3
White Oak,,,,,,1,1,1,,,,,3
Whitehall,,,1,,,,,,,,,,1
Wilcox,,,,,1,,,,,,,,1
Wilkes-Barre,,,1,,2,2,,1,2,1,1,,10
Wilkins Township,,,,,,1,,,,,,,1
Williamsport,,,,,1,,,,1,1,1,,4
Willow Grove,,,,,,1,,,,,,,1
Wind Gap,,,,,1,,,,,,,,1
Windber,,,,1,,,,,,,,,1
Worthington,,,,,,,,,,1,,,1
Wrightsville,1,,,,1,,,,,,1,,3
Wyalusing,,,,,,,,,1,,,,1
Wynnewood,,,,2,,1,1,1,,,,,5
Wyoming,,,,1,1,,,,,2,,,4
Wyomissing,,,,,,,1,,2,1,2,,6
Yardley,,,,,2,,1,,1,2,,,6
Yeadon,,,,,,1,,,,,,,1
Yellow Creek State Park,,,,,,,,1,,,,,1
York,,,,1,4,5,2,4,4,3,1,,24
York Springs,,,,1,,,,,,,,,1
Zelienople,,,,,1,,2,1,,1,1,,6
Zionsville,,,,,,,,,1,,,,1
Total,30,40,122,327,370,276,175,203,361,488,212,71,2675
