City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Washington Island,,,,,,,1,,,,,,1
Waterford,,,,,1,,2,1,,,,,4
Waterloo,,,,,,,,,1,,,,1
Watertown,,,1,1,1,1,1,1,2,1,1,,10
Waukesha,3,1,,5,2,3,6,2,,3,,2,27
Waumandee,,,,,,,,,,1,,,1
Waunakee,,,,,1,1,1,,,,1,,4
Waupaca,,,,,,1,1,3,,1,,1,7
Waupun,,,,,,,,1,1,,,,2
Wausau,,1,1,,2,,1,2,,1,1,,9
Wautoma,,,,1,,,1,,,,,,2
Wauwatosa,,1,3,1,3,2,,3,3,2,1,,19
Webster,,,,,,,,1,,,,,1
West Allis,,,,,,1,,,2,1,2,,6
West Bend,,,1,1,1,2,,1,3,3,,,12
West Salem,,,,,,1,,,2,,,,3
Westboro,1,,,,,,,,,,,,1
Westby,,,,,1,,,,,,,,1
Westfield,,,,,,2,,,,,,,2
Weston,,,,,1,1,,,,,,,2
Weyerhaeuser,,,,,,,,,1,,,,1
White Lake,,,,,,,1,,,,,,1
Whitefish Bay,,,,,2,,,,,,,,2
Whitehall,,,,,,,,1,,,,,1
Whitewater,,,1,1,1,2,,,3,1,2,,11
Wild Rose,,,,,,,2,1,,,,,3
Williams Bay,,,,,,,1,,1,,,,2
Wilmot,,,,,,,,1,,,,,1
Winneconne,,,,,,,1,,,1,,,2
Wisconsin Dells,,,,,1,2,,1,1,2,,,7
Wisconsin Rapids,,,,1,2,1,,2,,4,1,,11
Wittenberg,,,,,,,,,,1,,,1
Woodruff,,,,,,,,1,,,,,1
Woodville,,,,,1,,,,,,,,1
Total,40,40,55,78,190,200,173,177,197,173,104,37,1464
